title,conference,year,primary_org,primary_funder,orgs,funders,candidates,verdicts,url
From Directions to Regions: Decomposing Activations in Language Models via Local Geometry,ICML,2026,University/Independent/other,,Goodfire,,Goodfire,Goodfire=affiliation,https://icml.cc/virtual/2026/poster/63757
Emergent Alignment via Competition,ICML,2026,University/Independent/other,,UK AI Security Institute,,UK AI Security Institute; AI Safety Institute (generic); Anthropic; OpenAI,UK AI Security Institute=acknowledgment; AI Safety Institute (generic)=absent; Anthropic=mention; OpenAI=mention,https://icml.cc/virtual/2026/poster/62259
BlueCodeAgent: A Blue Teaming Agent Powered by Automated Red Teaming for CodeGen AI,ICML,2026,University/Independent/other,,Microsoft Research,,Anthropic; Microsoft Research,Anthropic=mention; Microsoft Research=affiliation,https://icml.cc/virtual/2026/poster/63820
Step-resolved data attribution for looped transformers,ICML,2026,University/Independent/other,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/64089
How RLHF Amplifies Sycophancy,ICML,2026,University/Independent/other,Foresight Institute,Cooperative AI Foundation,Foresight Institute,Cooperative AI Foundation; Foresight Institute; OpenAI,Cooperative AI Foundation=acknowledgment; Foresight Institute=acknowledgment; OpenAI=mention,https://icml.cc/virtual/2026/poster/63414
Belief Dynamics Reveal the Dual Nature of In-Context Learning and Activation Steering,ICML,2026,University/Independent/other,,Goodfire,,Goodfire,Goodfire=affiliation,https://icml.cc/virtual/2026/poster/63788
DB-KSVD: Scalable Alternating Optimization for Disentangling High-Dimensional Embedding Spaces,ICML,2026,University/Independent/other,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=acknowledgment,https://icml.cc/virtual/2026/poster/64052
Subliminal Effects in Your Data: A General Mechanism via Log-Linearity,ICML,2026,University/Independent/other,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://icml.cc/virtual/2026/poster/64762
Prompt Injection as Role Confusion,ICML,2026,University/Independent/other,,CBAI,,CBAI,CBAI=acknowledgment,https://icml.cc/virtual/2026/poster/64605
When Actions Go Off-Task: Detecting and Correcting Misaligned Actions in Computer-Use Agents,ICML,2026,University/Independent/other,Open Philanthropy,,Open Philanthropy,Open Philanthropy; Anthropic; OpenAI,Open Philanthropy=acknowledgment; Anthropic=mention; OpenAI=mention,https://icml.cc/virtual/2026/poster/64196
The Trojan Knowledge: Bypassing Commercial LLM Guardrails via Harmless Prompt Weaving and Adaptive Tree Search,ICML,2026,University/Independent/other,,OpenAI,,OpenAI,OpenAI=acknowledgment,https://icml.cc/virtual/2026/poster/64900
It's a TRAP! Task-Redirecting Agent Persuasion Benchmark for Web Agents,ICML,2026,University/Independent/other,,UK AI Security Institute,,UK AI Security Institute; AI Safety Institute (generic),UK AI Security Institute=acknowledgment; AI Safety Institute (generic)=mention,https://icml.cc/virtual/2026/poster/63888
Contextualized Privacy Defense for LLM Agents,ICML,2026,University/Independent/other,,Microsoft Research,,Anthropic; OpenAI; Microsoft Research,Anthropic=mention; OpenAI=mention; Microsoft Research=acknowledgment,https://icml.cc/virtual/2026/poster/62996
Hair-Trigger Alignment: Black-Box Evaluation Cannot Guarantee Post-Update Alignment,ICML,2026,University/Independent/other,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/64533
DARC: Disagreement-Aware Alignment via Risk-Constrained Decoding,ICML,2026,University/Independent/other,,Meta AI,,Meta AI,Meta AI=affiliation,https://icml.cc/virtual/2026/poster/65109
The Information Geometry of Softmax: Probing and Steering,ICML,2026,University/Independent/other,Open Philanthropy,,Open Philanthropy,Open Philanthropy,Open Philanthropy=acknowledgment,https://icml.cc/virtual/2026/poster/65613
Emergent Analogical Reasoning in Transformers,ICML,2026,University/Independent/other,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/65083
PICACO: Pluralistic In-Context Value Alignment via Total Correlation Optimization,ICML,2026,University/Independent/other,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://icml.cc/virtual/2026/poster/64797
Estimating Tail Risks in Language Model Output Distributions,ICML,2026,University/Independent/other,,UK AI Security Institute,,UK AI Security Institute; Anthropic; OpenAI,UK AI Security Institute=acknowledgment; Anthropic=mention; OpenAI=absent,https://icml.cc/virtual/2026/poster/64785
One Bias After Another: Mechanistic Reward Shaping and Persistent Biases in Language Reward Models,ICML,2026,University/Independent/other,Open Philanthropy,,Open Philanthropy,Open Philanthropy; Anthropic; OpenAI,Open Philanthropy=acknowledgment; Anthropic=mention; OpenAI=mention,https://icml.cc/virtual/2026/poster/66629
Visual Persuasion: What Influences Decisions of Vision-Language Models?,ICML,2026,University/Independent/other,,Anthropic; OpenAI,,Anthropic; OpenAI,Anthropic=acknowledgment; OpenAI=acknowledgment,https://icml.cc/virtual/2026/poster/66246
The Heterogeneous Safety Impacts of Benign Multilingual Fine-Tuning,ICML,2026,University/Independent/other,,Google DeepMind,,OpenAI; Google DeepMind; Hugging Face,OpenAI=mention; Google DeepMind=acknowledgment; Hugging Face=mention,https://icml.cc/virtual/2026/poster/66258
Position: It’s Time to Optimize for Self-Consistency,ICML,2026,University/Independent/other,,Goodfire,,Goodfire; Open Philanthropy; Anthropic,Goodfire=affiliation; Open Philanthropy=absent; Anthropic=mention,https://icml.cc/virtual/2026/poster/67211
Manipulating SGD with Data Ordering Attacks,NEURIPS,2021,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=Z7xSQ3SXLQU
Increasing the Cost of Model Extraction with Calibrated Proof of Work,ICLR,2022,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=EAy7C1cgE1L
COLA: Consistent Learning with Opponent-Learning Awareness,ICML,2022,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://proceedings.mlr.press/v162/willi22a.html
Tools for Verifying Neural Models' Training Data,NEURIPS,2023,Vector Institute,Open Philanthropy,Vector Institute,Open Philanthropy,Alignment Research Center; Open Philanthropy; Vector Institute,Alignment Research Center=mention; Open Philanthropy=acknowledgment; Vector Institute=affiliation,https://openreview.net/forum?id=TwLHB8sKme
Thought Cloning: Learning to Think while Acting by Imitating Human Thinking,NEURIPS,2023,Vector Institute,Open Philanthropy,Vector Institute,Open Philanthropy,Open Philanthropy; Vector Institute,Open Philanthropy=acknowledgment; Vector Institute=affiliation,https://openreview.net/forum?id=ZvDmna23r3
Consistent Aggregation of Objectives with Diverse Time Preferences Requires Non-Markovian Rewards,NEURIPS,2023,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=wcdF6jR0Sp
What does the Knowledge Neuron Thesis Have to do with Knowledge?,ICLR,2024,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=2HJRwwbV3G
Identifying the Risks of LM Agents with an LM-Emulated Sandbox,ICLR,2024,Vector Institute,Open Philanthropy,Vector Institute,Open Philanthropy,Open Philanthropy; Anthropic; OpenAI; Google DeepMind; Vector Institute,Open Philanthropy=acknowledgment; Anthropic=mention; OpenAI=mention; Google DeepMind=mention; Vector Institute=affiliation,https://openreview.net/forum?id=GEcwtMk1uA
Probabilistic Inference in Language Models via Twisted Sequential Monte Carlo,ICML,2024,Vector Institute,Open Philanthropy,Vector Institute,Open Philanthropy,Open Philanthropy; Vector Institute,Open Philanthropy=acknowledgment; Vector Institute=affiliation,https://openreview.net/forum?id=frA0NNBS1n
Representation Noising: A Defence Mechanism Against Harmful Finetuning,NEURIPS,2024,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=eP9auEJqFg
Policy Aggregation,NEURIPS,2024,Vector Institute,,Cooperative AI Foundation; Vector Institute,,Cooperative AI Foundation; OpenAI; Vector Institute,Cooperative AI Foundation=acknowledgment; OpenAI=mention; Vector Institute=affiliation,https://openreview.net/forum?id=ybiUVIxJth
Breach By A Thousand Leaks: Unsafe Information Leakage in 'Safe' AI Responses,ICLR,2025,Vector Institute,,Vector Institute,,Anthropic; Vector Institute,Anthropic=mention; Vector Institute=affiliation,https://openreview.net/forum?id=8Rov0fjpOL
Machine Unlearning Fails to Remove Data Poisoning Attacks,ICLR,2025,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=HaX48yksVL
Universal Sparse Autoencoders: Interpretable Cross-Model Concept Alignment,ICML,2025,Vector Institute,,FAR.AI; Vector Institute,,FAR.AI; Vector Institute,FAR.AI=affiliation; Vector Institute=affiliation,https://openreview.net/forum?id=UoaxRN88oR
Revealing Weaknesses in Text Watermarking Through Self-Information Rewrite Attacks,ICML,2025,Vector Institute,,Vector Institute,,Anthropic; OpenAI; Vector Institute,Anthropic=mention; OpenAI=mention; Vector Institute=affiliation,https://openreview.net/forum?id=fE3kgW7kMp
"PANDAS: Improving Many-shot Jailbreaking via Positive Affirmation, Negative Demonstration, and Adaptive Sampling",ICML,2025,Vector Institute,,Mila; Vector Institute,,Mila; Vector Institute,Mila=affiliation; Vector Institute=affiliation,https://openreview.net/forum?id=sEBfiF8JBu
Reducing the Probability of Undesirable Outputs in Language Models Using Probabilistic Inference,NEURIPS,2025,Vector Institute,,Mila; Vector Institute,,Mila; Vector Institute,Mila=affiliation; Vector Institute=affiliation,https://openreview.net/forum?id=BneVLr7iis
SAFE: Multitask Failure Detection for Vision-Language-Action Models,NEURIPS,2025,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=XPyAukgsFf
"Attention Sinks: A 'Catch, Tag, Release' Mechanism for Embeddings",NEURIPS,2025,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://openreview.net/forum?id=r8UWp9JeJi
SocialHarmBench: Revealing LLM Vulnerabilities  to Socially Harmful Requests,ICLR,2026,Vector Institute,Open Philanthropy,Cooperative AI Foundation; Frontier Model Forum; OpenAI; Vector Institute,Open Philanthropy; Survival and Flourishing Fund,Cooperative AI Foundation; Frontier Model Forum; Open Philanthropy; Survival and Flourishing Fund; OpenAI; Vector Institute; Hugging Face,Cooperative AI Foundation=acknowledgment; Frontier Model Forum=acknowledgment; Open Philanthropy=acknowledgment; Survival and Flourishing Fund=acknowledgment; OpenAI=acknowledgment; Vector Institute=affiliation; Hugging Face=mention,https://openreview.net/forum?id=xWTjMkkjrO
"Position: Accountable Deployment of Agentic AI Demands Layered, System-Level Interpretability",ICML,2026,Vector Institute,,Vector Institute,,Vector Institute,Vector Institute=affiliation,https://icml.cc/virtual/2026/poster/67088
CoopEval: Benchmarking Cooperation-Sustaining Mechanisms and LLM Agents in Social Dilemmas,ICML,2026,Vector Institute,,Cooperative AI Foundation; FOCAL; Frontier Model Forum; Vector Institute,,Cooperative AI Foundation; FOCAL; Frontier Model Forum; Anthropic; Meta AI; Vector Institute,Cooperative AI Foundation=acknowledgment; FOCAL=affiliation; Frontier Model Forum=acknowledgment; Anthropic=mention; Meta AI=mention; Vector Institute=affiliation,https://icml.cc/virtual/2026/poster/66503
